Date,RAD_Lot,Waterlevel,Temperature,Precip,Precip_d10_mean
10/13/2015,-1.458,208.21,3.6,0.0,1.6
10/14/2015,-1.406,208.16,3.0,7.5,2.3
10/15/2015,-1.276,208.14,5.0,8.0,2.7
10/16/2015,-1.284,208.13,7.3,0.0,2.7
10/17/2015,-1.257,208.11,7.2,5.7,3.2
10/18/2015,-1.259,208.08,8.3,0.1,2.7
10/19/2015,-1.265,208.07,8.9,0.1,2.1
10/20/2015,-1.284,208.04,9.3,0.3,2.2
10/21/2015,-1.315,208.01,10.7,0.1,2.2
10/22/2015,-1.373,208.01,11.5,0.7,2.3
10/23/2015,-1.386,207.97,11.4,0.0,2.3
10/24/2015,-1.361,207.94,10.2,0.2,1.5
10/25/2015,-1.387,207.91,10.7,0.7,0.8
10/26/2015,-1.339,207.91,10.6,0.0,0.8
10/27/2015,-1.280,207.89,12.7,0.0,0.2
10/28/2015,-1.237,207.87,11.1,0.1,0.2
10/29/2015,-1.292,207.82,11.8,0.0,0.2
10/30/2015,-1.252,207.78,10.9,0.0,0.2
10/31/2015,-1.182,207.72,11.0,0.0,0.2
11/1/2015,-1.118,207.65,10.4,0.0,0.1
11/2/2015,-1.027,207.61,9.7,0.0,0.1
11/3/2015,-0.917,207.54,8.8,0.0,0.1
11/4/2015,-0.974,207.47,13.1,0.3,0.0
11/5/2015,-1.135,207.38,14.6,0.3,0.1
11/6/2015,-1.310,207.32,15.1,3.5,0.4
11/7/2015,-1.524,207.28,17.4,0.0,0.4
11/8/2015,-1.552,207.23,14.9,4.5,0.9
11/9/2015,-1.617,207.18,14.9,0.1,0.9
11/10/2015,-1.669,207.13,14.2,0.2,0.9
11/11/2015,-1.703,207.08,12.5,0.0,0.9
11/12/2015,-1.674,207.03,12.9,0.0,0.9
11/13/2015,-1.678,206.97,11.7,2.9,1.2
11/14/2015,-1.508,206.91,7.8,15.2,2.7
11/15/2015,-1.545,206.89,12.1,11.7,3.8
11/16/2015,-1.585,206.94,11.6,6.8,4.1
11/17/2015,-1.613,207,13.3,3.6,4.5
11/18/2015,-1.609,207.09,12.4,1.9,4.2
11/19/2015,-1.541,207.2,10.7,16.8,5.9
11/20/2015,-1.383,207.3,7.4,1.6,6.1
11/21/2015,-1.180,207.44,4.5,2.4,6.3
11/22/2015,-0.977,207.55,2.1,2.7,6.6
11/23/2015,-0.802,207.64,2.9,0.0,6.3
11/24/2015,-0.665,207.7,2.4,4.8,5.2
11/25/2015,-0.615,207.77,4.5,2.2,4.3
11/26/2015,-0.568,207.85,4.7,0.0,3.6
11/27/2015,-0.404,207.9,3.5,0.7,3.3
11/28/2015,-0.342,207.96,4.7,7.3,3.9
11/29/2015,-0.362,208.04,8.0,14.5,3.6
11/30/2015,-0.398,208.19,8.4,21.7,5.6
12/1/2015,-0.371,208.54,9.2,2.2,5.6
12/2/2015,-0.314,208.99,9.7,0.0,5.3
12/3/2015,-0.213,209.28,8.7,1.3,5.5
12/4/2015,-0.089,209.45,8.1,2.2,5.2
12/5/2015,0.045,209.61,7.0,0.0,5.0
12/6/2015,0.080,209.73,9.4,1.1,5.1
12/7/2015,0.002,209.85,10.5,0.0,5.0
12/8/2015,0.051,209.93,11.6,3.3,4.6
12/9/2015,0.034,210,7.6,0.0,3.2
12/10/2015,0.317,210.08,5.2,1.9,1.2
12/11/2015,0.391,210.16,5.7,8.9,1.9
12/12/2015,0.445,210.22,6.9,2.4,2.1
12/13/2015,0.428,210.33,7.0,1.1,2.1
12/14/2015,0.498,210.43,7.8,0.1,1.9
12/15/2015,0.554,210.47,7.6,0.1,1.9
12/16/2015,0.515,210.56,10.2,6.3,2.4
12/17/2015,0.363,210.64,13.1,0.7,2.5
12/18/2015,0.296,210.69,11.9,0.0,2.2
12/19/2015,0.343,210.76,11.6,0.0,2.2
12/20/2015,0.351,210.83,12.6,4.6,2.4
12/21/2015,0.332,210.9,10.0,2.3,1.8
12/22/2015,0.378,210.94,11.8,0.4,1.6
12/23/2015,0.328,210.98,10.3,2.2,1.7
12/24/2015,0.434,211.02,10.5,4.3,2.1
12/25/2015,0.444,211.08,9.0,1.5,2.2
12/26/2015,0.393,211.15,12.9,0.0,1.6
12/27/2015,0.424,211.21,11.4,0.0,1.5
12/28/2015,0.480,211.26,10.6,0.0,1.5
12/29/2015,0.590,211.26,9.6,0.0,1.5
12/30/2015,0.696,211.27,6.5,0.0,1.1
12/31/2015,0.814,211.3,6.9,1.3,1.0
1/1/2016,0.924,211.34,5.3,0.1,0.9
1/2/2016,1.049,211.38,4.4,2.5,1.0
1/3/2016,1.126,211.43,4.5,1.8,0.7
1/4/2016,1.227,211.47,4.1,9.2,1.5
1/5/2016,1.248,211.51,6.4,0.4,1.5
1/6/2016,1.274,211.57,6.0,0.2,1.6
1/7/2016,1.344,211.63,5.8,3.6,1.9
1/8/2016,1.466,211.73,5.1,0.0,1.9
1/9/2016,1.607,211.78,5.0,0.1,1.9
1/10/2016,1.614,211.82,6.8,4.7,2.3
1/11/2016,1.690,211.87,5.3,2.7,2.5
1/12/2016,1.724,211.92,5.5,7.8,3.1
1/13/2016,1.758,211.97,4.3,3.2,3.2
1/14/2016,1.926,212.02,2.7,3.4,2.6
1/15/2016,2.027,212.08,1.8,1.2,2.7
1/16/2016,2.130,212.09,1.1,3.5,3.0
1/17/2016,2.240,212.11,-0.9,0.1,2.7
1/18/2016,2.325,212.14,-3.6,0.0,2.7
1/19/2016,2.274,212.12,-2.8,0.0,2.7
1/20/2016,2.403,212.13,0.7,3.0,2.5
1/21/2016,2.617,212.15,-0.3,0.0,2.2
1/22/2016,2.624,212.15,-0.2,4.3,1.9
1/23/2016,2.684,212.17,5.5,0.5,1.6
1/24/2016,2.604,212.19,6.2,1.4,1.4
1/25/2016,2.424,212.24,10.7,0.1,1.3
1/26/2016,2.293,212.27,10.2,0.2,1.0
1/27/2016,2.209,212.27,10.3,7.5,1.7
1/28/2016,2.214,212.29,6.7,0.0,1.7
1/29/2016,2.349,212.3,6.6,0.9,1.8
1/30/2016,2.263,212.28,6.3,16.3,3.1
1/31/2016,2.401,212.31,5.0,11.1,4.2
2/1/2016,2.166,212.4,11.0,0.7,3.9
2/2/2016,2.175,212.5,8.2,14.2,5.2
2/3/2016,2.411,212.68,4.8,0.7,5.2
2/4/2016,2.557,212.78,3.4,6.5,5.8
2/5/2016,2.570,212.78,6.3,1.2,5.9
2/6/2016,2.451,212.74,9.5,0.0,5.2
2/7/2016,2.391,212.7,9.2,2.0,5.4
2/8/2016,2.417,212.65,7.0,10.0,6.3
2/9/2016,2.431,212.62,6.0,13.5,6.0
2/10/2016,2.502,212.62,3.5,5.1,5.4
2/11/2016,2.596,212.63,4.3,0.0,5.3
2/12/2016,2.685,212.68,3.0,0.0,3.9
2/13/2016,2.834,212.67,2.5,2.5,4.1
2/14/2016,2.827,212.71,3.3,1.9,3.6
2/15/2016,2.906,212.7,0.6,3.4,3.8
2/16/2016,3.030,212.67,-1.0,0.9,3.9
2/17/2016,3.061,212.65,-1.1,0.5,3.8
2/18/2016,3.212,212.67,1.8,0.0,2.8
2/19/2016,3.279,212.67,1.9,0.0,1.4
2/20/2016,3.212,212.67,5.9,14.3,2.4
2/21/2016,2.902,212.66,10.3,3.1,2.7
2/22/2016,2.798,212.76,7.2,18.0,4.5
2/23/2016,3.029,212.9,3.8,0.5,4.3
2/24/2016,3.168,213.04,2.6,1.7,4.2
2/25/2016,3.339,213.09,1.2,0.2,3.9
2/26/2016,3.398,213.1,2.1,0.0,3.8
2/27/2016,3.501,213.11,2.0,0.0,3.8
2/28/2016,3.586,213.09,0.9,0.0,3.8
2/29/2016,3.674,213.09,0.9,0.0,3.8
3/1/2016,3.699,213.05,0.9,2.3,2.6
3/2/2016,3.598,213.03,5.2,1.8,2.5
3/3/2016,3.582,213.05,3.5,1.9,0.8
3/4/2016,3.640,213.02,2.9,3.6,1.2
3/5/2016,3.602,213.02,3.7,2.7,1.3
3/6/2016,3.607,213.04,2.8,3.0,1.5
3/7/2016,3.655,213.05,2.4,1.1,1.6
3/8/2016,3.720,213.05,1.8,0.7,1.7
3/9/2016,3.780,213.06,3.4,0.0,1.7
3/10/2016,3.821,213.06,3.5,0.0,1.7
3/11/2016,3.753,213.05,4.3,0.0,1.5
3/12/2016,3.796,213.06,2.0,0.0,1.3
3/13/2016,3.771,213.08,3.3,0.0,1.1
3/14/2016,3.833,213.1,3.9,0.0,0.8
3/15/2016,3.838,213.09,3.2,0.0,0.5
3/16/2016,3.781,213.1,4.3,0.0,0.2
3/17/2016,3.816,213.12,4.9,0.0,0.1
3/18/2016,3.851,213.13,2.2,0.8,0.1
3/19/2016,3.782,213.14,4.8,0.3,0.1
3/20/2016,3.705,213.16,5.9,1.6,0.3
3/21/2016,3.608,213.19,6.6,1.1,0.4
3/22/2016,3.546,213.19,6.4,2.8,0.7
3/23/2016,3.471,213.21,6.7,0.4,0.7
3/24/2016,3.475,213.23,6.2,2.0,0.9
3/25/2016,3.423,213.24,6.6,8.3,1.7
3/26/2016,3.367,213.29,10.1,0.0,1.7
3/27/2016,3.258,213.31,10.0,3.6,2.1
3/28/2016,3.276,213.34,8.5,4.0,2.4
3/29/2016,3.299,213.38,6.8,2.2,2.6
3/30/2016,3.212,213.39,9.4,0.4,2.5
3/31/2016,3.140,213.38,6.6,3.5,2.7
4/1/2016,3.159,213.34,8.3,0.1,2.5
4/2/2016,3.144,213.28,10.8,0.0,2.4
4/3/2016,2.847,213.29,15.7,0.0,2.2
4/4/2016,2.591,213.32,14.7,0.1,1.4
4/5/2016,2.581,213.33,10.6,7.3,2.1
4/6/2016,2.609,213.35,10.6,1.3,1.9
4/7/2016,2.699,213.37,7.6,0.6,1.6
4/8/2016,2.795,213.37,7.1,0.1,1.3
4/9/2016,2.845,213.36,9.4,0.0,1.3
4/10/2016,2.655,213.38,12.4,0.0,1.0
4/11/2016,2.618,213.39,12.2,0.0,0.9
4/12/2016,2.488,213.37,13.3,0.0,0.9
4/13/2016,2.428,213.36,10.4,0.0,0.9
4/14/2016,2.383,213.35,11.7,2.4,1.2
4/15/2016,2.244,213.35,12.1,0.0,0.4
4/16/2016,2.200,213.36,10.9,0.6,0.4
4/17/2016,2.307,213.35,7.3,1.0,0.4
4/18/2016,2.466,213.37,8.3,0.3,0.4
4/19/2016,2.381,213.35,9.7,0.0,0.4
4/20/2016,2.412,213.35,8.3,0.0,0.4
4/21/2016,2.378,213.36,10.7,0.0,0.4
4/22/2016,2.288,213.35,9.9,0.0,0.4
4/23/2016,2.331,213.36,5.9,0.1,0.4
4/24/2016,2.507,213.38,4.1,1.4,0.3
4/25/2016,2.620,213.36,4.3,10.2,1.4
4/26/2016,2.774,213.37,3.4,8.4,2.1
4/27/2016,2.865,213.38,3.9,9.1,3.0
4/28/2016,2.878,213.42,5.7,2.0,3.1
4/29/2016,2.903,213.44,8.2,0.0,3.1
4/30/2016,2.855,213.44,7.0,5.8,3.7
5/1/2016,2.703,213.44,10.0,0.0,3.7
5/2/2016,2.497,213.45,13.1,0.0,3.7
5/3/2016,2.312,213.44,10.4,3.4,4.0
5/4/2016,2.276,213.43,9.5,0.0,3.9
5/5/2016,2.159,213.41,13.3,0.0,2.9
5/6/2016,1.918,213.41,16.8,0.0,2.0
5/7/2016,1.658,213.42,19.4,0.0,1.1
5/8/2016,1.411,213.39,20.0,0.0,0.9
5/9/2016,1.238,213.4,19.6,0.0,0.9
5/10/2016,1.029,213.38,20.7,0.6,0.4
5/11/2016,0.853,213.37,20.2,0.0,0.4
5/12/2016,0.764,213.38,18.8,0.0,0.4
5/13/2016,0.666,213.35,16.8,0.0,0.1
5/14/2016,0.821,213.34,8.9,0.2,0.1
5/15/2016,1.168,213.31,7.6,5.3,0.6
5/16/2016,1.354,213.29,8.7,0.0,0.6
5/17/2016,1.308,213.3,12.4,0.0,0.6
5/18/2016,1.111,213.28,15.3,0.1,0.6
5/19/2016,0.958,213.26,13.9,0.0,0.6
5/20/2016,0.869,213.23,14.5,0.0,0.6
5/21/2016,0.642,213.22,18.9,0.0,0.6
5/22/2016,0.314,213.2,20.2,3.9,1.0
5/23/2016,0.333,213.21,14.5,7.2,1.7
5/24/2016,0.636,213.19,10.7,0.4,1.7
5/25/2016,0.714,213.16,13.1,0.0,1.2
5/26/2016,0.513,213.15,17.1,0.0,1.2
5/27/2016,0.223,213.13,17.7,0.1,1.2
5/28/2016,0.024,213.11,19.5,0.0,1.2
5/29/2016,-0.181,213.09,18.9,2.8,1.4
5/30/2016,-0.331,213.11,18.8,1.9,1.6
5/31/2016,-0.506,213.09,19.0,0.9,1.7
6/1/2016,-0.518,213.04,17.5,14.8,2.8
6/2/2016,-0.400,213.12,18.7,2.3,2.3
6/3/2016,-0.770,213.13,19.3,0.0,2.3
6/4/2016,-0.889,213.12,21.8,0.0,2.3
6/5/2016,-0.995,213.1,21.8,0.4,2.3
6/6/2016,-1.013,213.09,21.1,9.3,3.2
6/7/2016,-0.984,213.08,21.1,0.8,3.3
6/8/2016,-0.980,213.07,18.2,0.0,3.0
6/9/2016,-1.010,213.05,14.8,0.0,2.9
6/10/2016,-1.004,213.03,16.5,0.0,2.8
6/11/2016,-1.164,213.02,17.7,0.1,1.3
6/12/2016,-1.239,213.01,17.6,5.7,1.6
6/13/2016,-1.176,213.02,16.8,10.2,2.7
6/14/2016,-1.156,213.02,16.9,3.1,3.0
6/15/2016,-1.149,213.02,16.3,2.6,3.2
6/16/2016,-1.078,213.01,16.7,0.2,2.3
6/17/2016,-1.082,212.99,15.4,4.2,2.6
6/18/2016,-1.010,212.98,15.6,9.0,3.5
6/19/2016,-0.994,212.97,14.6,0.1,3.5
6/20/2016,-0.962,212.99,16.2,6.5,4.2
6/21/2016,-1.050,212.96,19.3,0.1,4.2
6/22/2016,-1.367,212.94,22.2,0.0,3.6
6/23/2016,-1.753,212.93,26.5,0.0,2.6
6/24/2016,-2.030,212.9,23.0,10.1,3.3
6/25/2016,-1.758,212.96,17.4,10.4,4.1
6/26/2016,-1.465,213.03,15.9,5.1,4.6
6/29/2016,-1.574,213.02,18.3,0.3,4.1
6/30/2016,-1.613,213.01,18.6,4.4,3.9
7/1/2016,-1.673,213,19.8,3.1,4.2
7/2/2016,-1.667,212.98,16.1,0.6,4.2
7/3/2016,-1.593,212.99,15.4,4.1,4.6
7/4/2016,-1.647,213,18.0,0.0,3.6
7/5/2016,-1.735,212.98,18.1,0.3,2.6
7/6/2016,-1.690,212.96,16.1,0.0,2.1
7/7/2016,-1.639,212.93,18.1,0.0,1.9
7/8/2016,-1.788,212.91,20.2,0.7,1.4
7/9/2016,-1.905,212.87,20.6,0.0,1.3
7/10/2016,-2.097,212.85,24.5,0.0,0.9
7/11/2016,-2.337,212.84,21.7,0.0,0.6
7/12/2016,-2.274,212.77,19.6,0.0,0.5
7/13/2016,-2.164,212.72,16.8,1.9,0.3
7/14/2016,-1.956,212.69,14.5,2.1,0.5
7/15/2016,-1.860,212.64,16.1,0.0,0.5
7/16/2016,-1.918,212.59,18.5,0.0,0.5
7/17/2016,-2.053,212.55,20.7,2.8,0.8
7/18/2016,-2.198,212.52,21.8,0.0,0.7
7/19/2016,-2.425,212.48,24.3,0.0,0.7
7/20/2016,-2.691,212.41,26.5,1.6,0.8
7/21/2016,-2.831,212.36,25.3,0.0,0.8
7/22/2016,-2.859,212.29,21.5,12.1,2.1
7/23/2016,-2.795,212.24,21.2,0.1,1.9
7/24/2016,-2.856,212.17,23.8,0.0,1.7
7/25/2016,-2.985,212.12,23.4,0.8,1.7
7/26/2016,-2.983,212.06,20.7,0.5,1.8
7/27/2016,-2.882,212.01,20.7,0.2,1.5
7/28/2016,-2.893,211.93,19.6,3.8,1.9
7/29/2016,-2.858,211.87,19.7,0.9,2.0
7/30/2016,-2.903,211.81,20.1,0.0,1.8
7/31/2016,-2.856,211.77,17.0,3.5,2.2
8/1/2016,-2.664,211.73,16.7,2.2,1.2
8/2/2016,-2.558,211.68,16.8,7.1,1.9
8/3/2016,-2.550,211.63,18.9,6.5,2.6
8/4/2016,-2.521,211.61,17.9,0.0,2.5
8/5/2016,-2.453,211.57,17.5,2.7,2.7
8/6/2016,-2.486,211.54,18.0,0.1,2.7
8/7/2016,-2.510,211.49,20.9,0.0,2.3
8/8/2016,-2.678,211.45,19.0,0.1,2.2
8/9/2016,-2.502,211.39,15.1,3.0,2.5
8/10/2016,-2.387,211.34,13.0,0.1,2.2
8/11/2016,-2.243,211.28,12.6,9.1,2.9
8/12/2016,-2.217,211.23,17.5,3.5,2.5
8/13/2016,-2.361,211.18,20.6,0.0,1.9
8/14/2016,-2.509,211.12,19.3,0.0,1.9
8/15/2016,-2.568,211.07,18.1,0.0,1.6
8/16/2016,-2.565,211.02,18.3,0.0,1.6
8/17/2016,-2.539,210.97,18.7,0.0,1.6
8/18/2016,-2.525,210.9,19.5,0.0,1.6
8/19/2016,-2.534,210.84,20.8,1.0,1.4
8/20/2016,-2.661,210.79,20.3,1.4,1.5
8/21/2016,-2.658,210.72,17.3,1.7,0.8
8/22/2016,-2.576,210.64,17.4,0.1,0.4
8/23/2016,-2.607,210.57,22.3,0.0,0.4
8/24/2016,-2.729,210.5,25.2,0.0,0.4
8/25/2016,-3.003,210.42,27.1,0.0,0.4
8/26/2016,-3.169,210.35,27.8,0.0,0.4
8/27/2016,-3.246,210.28,24.7,5.7,1.0
8/28/2016,-3.192,210.21,22.8,19.1,2.9
8/29/2016,-3.061,210.15,18.2,0.9,2.9
8/30/2016,-2.949,210.09,18.6,0.0,2.8
8/31/2016,-2.903,210.02,19.9,0.0,2.6
9/1/2016,-2.897,209.93,19.4,0.1,2.6
9/2/2016,-2.868,209.86,20.5,0.0,2.6
9/3/2016,-2.936,209.78,20.7,0.2,2.6
9/4/2016,-2.934,209.72,18.5,24.1,5.0
9/5/2016,-2.859,209.68,17.7,1.7,5.2
9/6/2016,-2.820,209.61,20.2,0.0,4.6
9/7/2016,-2.837,209.54,21.1,0.0,2.7
9/8/2016,-2.901,209.46,22.0,0.0,2.6
9/9/2016,-2.943,209.39,20.5,0.0,2.6
9/10/2016,-2.942,209.32,21.3,0.0,2.6
9/11/2016,-3.013,209.24,20.7,0.0,2.6
9/12/2016,-3.024,209.17,22.9,0.0,2.6
9/13/2016,-3.148,209.08,24.7,0.0,2.6
9/14/2016,-3.193,209.01,24.1,0.0,0.2
9/15/2016,-3.242,208.94,24.2,0.0,0.0
9/16/2016,-3.298,208.85,20.1,0.0,0.0
9/17/2016,-3.205,208.77,17.0,2.8,0.3
9/18/2016,-3.134,208.7,17.0,0.0,0.3
9/19/2016,-3.086,208.61,15.2,0.0,0.3
9/20/2016,-3.071,208.52,16.1,0.0,0.3
9/21/2016,-2.924,208.46,14.7,0.0,0.3
9/22/2016,-2.796,208.39,15.8,0.0,0.3
9/23/2016,-2.795,208.34,16.4,0.0,0.3
9/24/2016,-2.778,208.29,17.1,0.0,0.3
9/25/2016,-2.768,208.25,19.4,0.0,0.3
9/26/2016,-2.834,208.17,16.5,0.0,0.3
9/28/2016,-2.771,208.07,17.9,0.0,0.0
9/29/2016,-2.878,207.99,19.9,2.3,0.2
9/30/2016,-2.892,208,15.1,1.9,0.4
10/1/2016,-2.821,207.95,13.6,1.5,0.6
10/2/2016,-2.706,207.9,12.9,4.6,1.0
10/3/2016,-2.638,207.84,12.6,0.1,1.0
10/4/2016,-2.606,207.8,12.3,0.0,1.0
10/5/2016,-2.456,207.73,9.2,0.0,1.0
10/6/2016,-2.314,207.67,8.0,1.9,1.2
10/7/2016,-2.328,207.61,11.4,2.0,1.4
10/8/2016,-2.285,207.57,9.7,0.2,1.5
10/9/2016,-2.213,207.52,9.5,0.0,1.2
10/10/2016,-2.113,207.48,9.4,0.5,1.1
10/11/2016,-2.065,207.41,8.4,2.0,1.1
10/12/2016,-2.056,207.36,8.3,0.0,0.7
10/13/2016,-1.996,207.32,8.3,0.0,0.7
10/14/2016,-1.986,207.26,10.8,0.0,0.7
10/15/2016,-2.065,207.21,12.3,0.0,0.7
10/16/2016,-2.009,207.16,13.5,0.1,0.5
10/17/2016,-2.086,207.11,14.7,0.1,0.3
10/18/2016,-2.083,207.06,12.1,7.5,1.0
10/19/2016,-2.060,207.01,7.8,21.7,3.2
10/21/2016,-1.847,206.98,7.4,8.0,3.9
10/22/2016,-1.824,206.95,8.0,0.4,3.9
10/24/2016,-1.705,206.93,9.1,9.1,4.9
10/25/2016,-1.753,206.9,10.1,0.4,4.9
10/26/2016,-1.737,206.82,9.4,0.2,4.2
10/27/2016,-1.795,206.81,11.5,0.0,2.0
10/28/2016,-1.842,206.78,12.5,0.9,1.9
10/29/2016,-1.872,206.74,10.0,0.0,1.1
10/30/2016,-1.778,206.64,8.6,0.0,1.3
10/31/2016,-1.703,206.64,10.3,0.0,1.1
11/1/2016,-1.665,206.56,10.5,2.3,1.3
11/2/2016,-1.638,206.49,7.4,3.3,1.6
11/3/2016,-1.608,206.43,7.6,0.0,0.7
11/4/2016,-1.562,206.38,7.4,2.1,0.9
11/5/2016,-1.562,206.31,7.4,0.0,0.9
11/6/2016,-1.516,206.26,5.9,2.8,1.1
11/7/2016,-1.475,206.23,5.0,4.5,1.5
11/8/2016,-1.386,206.17,1.9,1.2,1.6
11/9/2016,-1.273,206.1,2.9,5.4,2.2
11/10/2016,-1.256,206.06,4.3,7.8,2.9
11/11/2016,-1.229,206.04,3.0,0.3,2.7
11/12/2016,-1.077,206.02,0.7,0.0,2.4
11/13/2016,-1.002,206,2.4,0.0,2.4
11/14/2016,-0.899,205.98,2.9,1.7,2.4
11/15/2016,-0.928,205.95,6.4,6.8,3.1
11/16/2016,-0.789,205.93,10.8,12.7,4.0
11/17/2016,-1.144,205.94,9.9,9.5,4.5
11/18/2016,-1.138,205.99,7.3,2.9,4.7
11/19/2016,-1.007,206.08,5.6,0.7,4.2
11/20/2016,-0.996,206.18,9.4,0.4,3.5
11/21/2016,-1.157,206.25,13.9,0.1,3.5
11/22/2016,-1.206,206.29,11.6,0.3,3.5
11/23/2016,-1.173,206.31,8.9,0.2,3.5
11/24/2016,-1.148,206.35,7.4,0.1,3.4
11/25/2016,-0.952,206.34,4.1,0.0,2.7
11/26/2016,-0.841,206.32,2.8,1.7,1.6
11/27/2016,-0.809,206.32,4.4,0.1,0.7
11/28/2016,-0.763,206.33,-0.4,0.0,0.4
11/29/2016,-0.505,206.3,-1.5,0.0,0.3
11/30/2016,-0.408,206.27,1.5,0.0,0.3
12/1/2016,-0.425,206.26,5.7,1.1,0.4
12/2/2016,-0.505,206.28,5.4,1.9,0.5
12/3/2016,-0.333,206.22,0.5,0.0,0.5
12/4/2016,-0.220,206.18,-0.7,0.0,0.5
12/5/2016,-0.122,206.19,1.1,0.0,0.5
12/6/2016,-0.047,206.14,0.4,0.0,0.3
12/7/2016,-0.031,206.11,5.7,0.2,0.3
12/8/2016,-0.195,206.08,8.6,0.6,0.4
12/9/2016,-0.303,206.05,9.3,0.1,0.4
12/10/2016,-0.399,206,9.5,2.7,0.7
12/11/2016,-0.493,205.96,8.0,2.6,0.8
12/12/2016,-0.507,205.92,7.4,0.0,0.6
12/13/2016,-0.522,205.88,6.7,0.2,0.6
12/14/2016,-0.545,205.83,8.4,0.1,0.7
12/15/2016,-0.494,205.77,6.2,0.0,0.7
12/16/2016,-0.406,205.7,3.9,0.0,0.7
12/17/2016,-0.356,205.64,4.3,0.5,0.7
12/18/2016,-0.420,205.56,6.3,0.0,0.6
12/19/2016,-0.392,205.5,3.9,0.0,0.6
12/20/2016,-0.215,205.45,0.4,0.0,0.3
12/21/2016,-0.141,205.38,2.9,1.6,0.2
12/22/2016,-0.178,205.32,4.2,5.5,0.8
12/23/2016,-0.213,205.26,5.4,1.1,0.9
12/24/2016,-0.287,205.2,6.9,0.6,0.9
12/25/2016,-0.419,205.16,8.6,1.7,1.1
12/26/2016,-0.509,205.18,7.4,3.7,1.5
12/27/2016,-0.375,205.14,5.5,0.0,1.4
12/28/2016,-0.389,205.1,5.3,0.0,1.4
12/29/2016,-0.229,205.09,1.5,0.0,1.4
12/30/2016,-0.069,205.03,1.6,0.0,1.4
12/31/2016,0.016,205,1.4,0.0,1.3
1/1/2017,0.106,204.99,1.6,5.2,1.2
1/2/2017,0.144,205.01,1.4,0.1,1.1
1/3/2017,0.120,204.97,2.3,2.6,1.3
1/4/2017,0.067,204.95,3.2,1.9,1.4
1/5/2017,0.162,204.94,-1.5,0.0,1.0
1/6/2017,0.019,204.95,-5.3,0.0,1.0
1/7/2017,-0.033,204.96,-2.4,4.3,1.4
1/8/2017,0.210,204.94,1.7,0.1,1.4
1/9/2017,0.311,204.95,2.3,0.5,1.5
1/10/2017,0.303,204.93,2.9,0.3,1.5
1/11/2017,0.254,204.91,4.3,2.6,1.2
1/12/2017,0.229,204.93,4.4,8.1,2.0
1/13/2017,0.280,204.93,1.6,5.3,2.3
1/14/2017,0.332,204.98,1.8,1.1,2.2
1/15/2017,0.386,205.04,0.6,6.4,2.9
1/16/2017,0.449,205.1,-0.8,0.0,2.9
1/17/2017,-0.490,205.12,-3.4,0.0,2.4
1/18/2017,0.460,205.13,-4.7,0.0,2.4
1/19/2017,0.442,205.13,-3.5,0.0,2.4
1/20/2017,0.436,205.17,-2.5,0.0,2.4
1/21/2017,0.491,205.2,-2.0,0.0,2.1
1/22/2017,0.541,205.21,-3.4,0.0,1.3
1/23/2017,0.374,205.22,-5.1,0.5,0.8
1/24/2017,0.333,205.21,0.0,0.2,0.7
1/25/2017,0.459,205.21,-3.1,0.0,0.1
1/26/2017,0.596,205.16,-4.3,0.0,0.1
1/27/2017,0.571,205.13,2.2,0.0,0.1
1/28/2017,0.603,205.12,4.3,0.1,0.1
1/29/2017,0.888,205.14,5.0,0.1,0.1
1/30/2017,0.879,205.18,5.1,6.4,0.7
1/31/2017,0.887,205.21,2.2,0.1,0.7
2/1/2017,0.977,205.28,3.4,0.2,0.8
2/2/2017,0.888,205.34,8.1,0.0,0.7
2/3/2017,0.734,205.39,8.3,1.3,0.8
2/4/2017,0.728,205.47,6.8,2.4,1.1
2/5/2017,0.748,205.57,5.1,0.0,1.1
2/6/2017,0.868,205.66,1.7,0.0,1.1
2/7/2017,0.872,205.7,3.1,0.4,1.1
2/8/2017,0.885,205.76,2.0,0.0,1.1
2/9/2017,0.952,205.8,0.1,0.0,0.4
2/10/2017,1.036,205.84,-0.6,0.0,0.4
2/11/2017,1.066,205.87,2.0,0.0,0.4
2/12/2017,1.080,205.91,2.6,0.0,0.4
2/13/2017,1.165,205.95,3.1,0.0,0.3
2/14/2017,1.231,205.96,4.8,0.0,0.0
2/15/2017,1.282,205.99,7.5,0.0,0.0
2/16/2017,1.172,206,8.0,0.6,0.1
2/17/2017,1.021,206,6.4,4.4,0.5
2/18/2017,0.919,206.02,5.4,0.0,0.5
2/19/2017,0.990,206.07,4.9,1.8,0.7
2/20/2017,0.812,206.11,8.3,4.3,1.1
2/21/2017,0.608,206.15,9.4,0.9,1.2
2/22/2017,0.523,206.21,9.3,28.6,4.1
2/23/2017,0.505,206.39,8.0,14.4,5.5
2/24/2017,0.800,206.82,4.1,0.0,5.5
2/25/2017,1.002,207.11,4.7,0.0,5.5
2/26/2017,0.905,207.34,9.1,0.6,5.5
2/27/2017,0.728,207.52,10.1,4.2,5.5
2/28/2017,0.815,207.67,5.5,5.3,6.0
3/1/2017,0.947,207.77,4.9,6.3,6.5
3/2/2017,0.981,207.89,6.5,0.6,6.1
3/3/2017,1.041,208.02,7.7,0.0,6.0
3/4/2017,0.886,208.12,11.8,0.2,3.2
3/5/2017,0.852,208.22,7.6,1.4,1.9
3/6/2017,0.943,208.32,5.5,1.7,2.0
3/7/2017,0.984,208.35,5.5,6.1,2.6
